time,Ts,fs,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,front_raw,front_max,front_filtered,front_distance_measurement,left_encoder,right_encoder,delta_left_theta,delta_right_theta,delta_left_s,delta_right_s,delta_s,x_pred,P_pred,K,kalman_estimate,P,obstacle_enter,obstacle_still_near,turning,turn_direction,left_speed,right_speed,decision
4.64,0.032,31.25,66.52479607829254,67.34276406005809,66.79911892133744,64.89405060180353,64.07537476779012,119.33496648069705,68.10188922953178,69.65607787233895,67.90638181005534,69.65607787233895,67.582953472437,0.10841360484758293,2425.59348,2456.44084,0.09420000000000073,0.09420000000000073,0.001931100000000015,0.001931100000000015,0.001931100000000015,0.10288414743294791,0.0013956439237389601,0.358257569495584,0.10486511740694439,0.00089564392373896,False,True,False,turn_right,3.0,3.0,forward
4.672,0.032,31.25,65.90812263861945,67.33965384318017,68.8699316276298,66.35429724929129,68.48078986885771,117.31525658233372,65.0692599437597,65.70351135054564,66.00513694402625,67.33965384318017,67.26739016675485,0.1086459125939746,2425.69396,2456.53504,0.10048000000006141,0.09420000000000073,0.002059840000001259,0.001931100000000015,0.0019954700000006367,0.10286964740694375,0.0013956439237389601,0.358257569495584,0.10493903813361138,0.00089564392373896,False,True,False,turn_right,3.0,3.0,forward
4.704,0.032,31.25,70.6482685204039,63.590857502270325,68.8624750968481,68.88664116917404,72.0071978386946,115.27751602502761,76.34694731601552,64.47638861938425,68.7656154895185,76.34694731601552,67.56703523130759,0.10842529955908112,2425.78816,2456.63552,0.09420000000000073,0.10047999999960666,0.001931100000000015,0.002059839999991937,0.001995469999995976,0.10294356813361541,0.0013956439237389601,0.358257569495584,0.10490743991073032,0.00089564392373896,False,True,False,turn_right,3.0,3.0,forward
4.736,0.032,31.25,72.82419004505626,72.26859217557036,70.6509003230795,62.1625706370733,73.22720043547082,109.1620902998058,73.5865842224102,64.79484051511702,70.86855173953846,73.5865842224102,68.22733853295377,0.10794230105158972,2425.88236,2456.72972,0.09420000000000073,0.09420000000000073,0.001931100000000015,0.001931100000000015,0.001931100000000015,0.1029763399107303,0.0013956439237389601,0.358257569495584,0.10475543307926412,0.00089564392373896,False,True,False,turn_right,3.0,3.0,forward
4.768,0.032,31.25,63.249610909352015,61.11024414209911,73.81648286748525,68.37109321243268,67.13863575717782,107.84835797363327,66.90477908991667,70.34414409900349,65.40219456009282,70.34414409900349,67.66230973838158,0.10835534151096345,2425.98284,2456.82392,0.10048000000006141,0.09420000000000073,0.002059840000001259,0.001931100000000015,0.0019954700000006367,0.10275996307926348,0.0013956439237389601,0.358257569495584,0.10476454975661233,0.00089564392373896,False,True,False,turn_right,3.0,3.0,forward
4.8,0.032,31.25,65.86101620109507,70.58822076555326,71.06848777820984,67.08554302001951,63.73987462782705,109.33575474952637,60.59911517242436,66.89483466182433,65.98579670022426,70.58822076555326,67.32700713075012,0.10860194822121298,2426.07704,2456.9244,0.09420000000000073,0.10048000000006141,0.001931100000000015,0.002059840000001259,0.0019954700000006367,0.10276907975661169,0.0013956439237389601,0.358257569495584,0.10485874903592719,0.00089564392373896,False,True,False,turn_right,3.0,3.0,forward
4.832,0.032,31.25,65.99565043683128,65.7547005550852,70.68121085393145,64.69211753237602,60.49950408125152,108.14905441938791,66.08038559620618,67.3813504153878,66.30302175087762,67.3813504153878,67.12221005477562,0.1087531243178238,2426.17124,2457.0186,0.09420000000000073,0.09420000000000073,0.001931100000000015,0.001931100000000015,0.001931100000000015,0.10292764903592717,0.0013956439237389601,0.358257569495584,0.10501466965157606,0.00089564392373896,False,False,False,turn_right,3.0,3.0,forward
4.864,0.032,31.25,73.90347353927008,69.89458488983773,63.741343823653274,62.21424556786889,65.65645710890144,105.24099461640604,65.44491848413003,63.974667855846725,68.30441119227115,73.90347353927008,67.35865028227474,0.1085786275142382,2426.26544,2457.1128,0.09420000000000073,0.09420000000000073,0.001931100000000015,0.001931100000000015,0.001931100000000015,0.10308356965157604,0.0013956439237389601,0.358257569495584,0.10505221572569098,0.00089564392373896,False,False,False,turn_right,3.0,3.0,forward
4.896,0.032,31.25,68.99457322926986,73.19515915859704,67.08961820322881,64.81303185814178,71.1737251715125,105.29490273291569,69.98164787129556,61.82014878534003,68.49788226112562,73.19515915859704,67.58649667804492,0.10841100209122433,2426.36592,2457.207,0.10048000000006141,0.09420000000000073,0.002059840000001259,0.001931100000000015,0.0019954700000006367,0.10305674572569035,0.0013956439237389601,0.358257569495584,0.1049749485976628,0.00089564392373896,False,True,False,turn_right,3.0,3.0,forward
4.928,0.032,31.25,70.00034342924152,62.05961393909282,60.98752872741188,68.98988051526005,69.57601780305099,103.7537058008799,63.12054742498274,63.88573214370267,64.76655923425494,70.00034342924152,67.02250918928694,0.10882687343745776,2426.46012,2457.30748,0.09420000000000073,0.10048000000006141,0.001931100000000015,0.002059840000001259,0.0019954700000006367,0.10297947859766217,0.0013956439237389601,0.358257569495584,0.10507435206084835,0.00089564392373896,False,False,False,turn_right,3.0,3.0,forward
